,creation_time,clozed_text,question,answer,title,url,paragraph
116,Wed Jun 16 03:00:49 2021,What is the probability of a scientist saying something is possible?<br>{{c1::he is almost certainly right}},What is the probability of a scientist saying something is possible?,he is almost certainly right,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"First law: When a distinguished but elderly scientist states that something is possible\, he is almost certainly right. When he states that something is impossible\, he is very probably wrong."
117,Wed Jun 16 03:00:49 2021,"When a scientist states something is 'possible', he is most likely to be wrong.<br>{{c1::impossible}}","When a scientist states something is 'possible', he is most likely to be wrong.",impossible,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"First law: When a distinguished but elderly scientist states that something is possible\, he is almost certainly right. When he states that something is impossible\, he is very probably wrong."
118,Wed Jun 16 03:00:52 2021,What is the only way to discover the limits of the possible?<br>{{c1::venture a little way past them into the impossible}},What is the only way to discover the limits of the possible?,venture a little way past them into the impossible,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Second law: The only way of discovering the limits of the possible is to venture a little way past them into the impossible.
119,Wed Jun 16 03:00:57 2021,What is the name of the law that states that any technology is indistinguishable from magic?<br>{{c1::Third law}},What is the name of the law that states that any technology is indistinguishable from magic?,Third law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Third law: Any sufficiently advanced technology is indistinguishable from magic.
120,Wed Jun 16 03:01:01 2021,Who is the software named after?<br>{{c1::Melvin Conway}},Who is the software named after?,Melvin Conway,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Conway's law: Any piece of software reflects the organizational structure that produced it. Named after Melvin Conway.
121,Wed Jun 16 03:01:04 2021,How long does it take for radio frequency conversations to double?<br>{{c1::30 months}},How long does it take for radio frequency conversations to double?,30 months,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Cooper's law: The number of radio frequency conversations which can be concurrently conducted in a given area doubles every 30 months.
122,Wed Jun 16 03:01:08 2021,What tends to increase in body size over evolutionary time?<br>{{c1::Population lineages}},What tends to increase in body size over evolutionary time?,Population lineages,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Cope's rule: Population lineages tend to increase in body size over evolutionary time.
123,Wed Jun 16 03:01:13 2021,What is Coulomb's law?<br>{{c1::inverse-square law}},What is Coulomb's law?,inverse-square law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Coulomb's law is an inverse-square law indicating the magnitude and direction of electrostatic force that one stationary\, electrically charged object of small dimensions (ideally\, a point source) exerts on another. It is named after Charles-Augustin de Coulomb."
124,Wed Jun 16 03:01:13 2021,Who is Coulomb's law named after?<br>{{c1::Charles-Augustin de Coulomb}},Who is Coulomb's law named after?,Charles-Augustin de Coulomb,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Coulomb's law is an inverse-square law indicating the magnitude and direction of electrostatic force that one stationary\, electrically charged object of small dimensions (ideally\, a point source) exerts on another. It is named after Charles-Augustin de Coulomb."
125,Wed Jun 16 03:01:22 2021,What is a formula for the solution of a system of equations with as many equations as unknowns called?<br>{{c1::linear algebra}},What is a formula for the solution of a system of equations with as many equations as unknowns called?,linear algebra,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Cramer's rule: In linear algebra\, an explicit formula for the solution of a system of linear equations with as many equations as unknowns\, valid whenever the system has a unique solution. Named after Swiss mathematician Gabriel Cramer."
126,Wed Jun 16 03:01:22 2021,Who is Cramer's rule named after?<br>{{c1::Gabriel Cramer}},Who is Cramer's rule named after?,Gabriel Cramer,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Cramer's rule: In linear algebra\, an explicit formula for the solution of a system of linear equations with as many equations as unknowns\, valid whenever the system has a unique solution. Named after Swiss mathematician Gabriel Cramer."
127,Wed Jun 16 03:01:26 2021,What is an example of a statement that is logically true or false?<br>{{c1::2+2}},What is an example of a statement that is logically true or false?,2+2,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Cromwell's rule states that the use of prior probabilities of 0 (""the event will definitely not occur"") or 1 (""the event will definitely occur"") should be avoided\, except when applied to statements that are logically true or false\, such as 2+2 equaling 4 or 5."
128,Wed Jun 16 03:01:36 2021,What is the best way to get the right answer on the internet?<br>{{c1::to post the wrong answer}},What is the best way to get the right answer on the internet?,to post the wrong answer,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Cunningham's law: The best way to get the right answer on the Internet is not to ask a question\, but to post the wrong answer. Attributed to Ward Cunningham by Steven McGeady."
129,Wed Jun 16 03:01:36 2021,Who did Steven McGeady attribute the wrong answer to?<br>{{c1::Ward Cunningham}},Who did Steven McGeady attribute the wrong answer to?,Ward Cunningham,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Cunningham's law: The best way to get the right answer on the Internet is not to ask a question\, but to post the wrong answer. Attributed to Ward Cunningham by Steven McGeady."
130,Wed Jun 16 03:01:36 2021,Who attributed Ward Cunningham's law?<br>{{c1::Steven McGeady}},Who attributed Ward Cunningham's law?,Steven McGeady,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Cunningham's law: The best way to get the right answer on the Internet is not to ask a question\, but to post the wrong answer. Attributed to Ward Cunningham by Steven McGeady."
131,Wed Jun 16 03:01:44 2021,In what type of material is the magnetization of the material directly proportional to an applied magnetic field?<br>{{c1::a paramagnetic material}},In what type of material is the magnetization of the material directly proportional to an applied magnetic field?,a paramagnetic material,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Curie's law: In a paramagnetic material the magnetization of the material is (approximately) directly proportional to an applied magnetic field. Named after Pierre Curie.
132,Wed Jun 16 03:01:44 2021,Who is Curie's law named after?<br>{{c1::Pierre Curie}},Who is Curie's law named after?,Pierre Curie,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Curie's law: In a paramagnetic material the magnetization of the material is (approximately) directly proportional to an applied magnetic field. Named after Pierre Curie.
133,Wed Jun 16 03:01:53 2021,What describes the magnetic susceptibility of a ferromagnet in the paramagnetic region above the Curie point?<br>{{c1::Curie-Weiss law}},What describes the magnetic susceptibility of a ferromagnet in the paramagnetic region above the Curie point?,Curie-Weiss law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Curie-Weiss law: describes the magnetic susceptibility χ of a ferromagnet in the paramagnetic region above the Curie point. Named after Pierre Curie and Pierre-Ernest Weiss.
134,Wed Jun 16 03:01:53 2021,Who is the Curie-Weiss law named after?<br>{{c1::Pierre Curie and Pierre-Ernest Weiss}},Who is the Curie-Weiss law named after?,Pierre Curie and Pierre-Ernest Weiss,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Curie-Weiss law: describes the magnetic susceptibility χ of a ferromagnet in the paramagnetic region above the Curie point. Named after Pierre Curie and Pierre-Ernest Weiss.
135,Wed Jun 16 03:02:00 2021,What is Curmudgeo's Dictum?<br>{{c1::n}},What is Curmudgeo's Dictum?,n,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Curmudgeon's Dictum: The average intelligence of a group is proportional to the number of members up to 'n' and inversely proportional to the number of members minus 'n' above that\, where 'n' is a small constant dependent on the species of the group. For humans\, 'n' seems to be in the range of 6 to 8."
136,Wed Jun 16 03:02:00 2021,What range does 'n' seem to be in for humans?<br>{{c1::6 to 8}},What range does 'n' seem to be in for humans?,6 to 8,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Curmudgeon's Dictum: The average intelligence of a group is proportional to the number of members up to 'n' and inversely proportional to the number of members minus 'n' above that\, where 'n' is a small constant dependent on the species of the group. For humans\, 'n' seems to be in the range of 6 to 8."
137,Wed Jun 16 03:02:10 2021,What is the sum of the differences between the forces acting on a system of mass particles and the time derivatives of the momenta of the system itself<br>{{c1::zero}},What is the sum of the differences between the forces acting on a system of mass particles and the time derivatives of the momenta of the system itself,zero,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"D'Alembert's principle: The sum of the differences between the forces acting on a system of mass particles and the time derivatives of the momenta of the system itself along any virtual displacement consistent with the constraints of the system\, is zero. Named after Jean le Rond d'Alembert."
138,Wed Jun 16 03:02:10 2021,Who is D'Alembert's principle named after?<br>{{c1::Jean le Rond d'Alembert}},Who is D'Alembert's principle named after?,Jean le Rond d'Alembert,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"D'Alembert's principle: The sum of the differences between the forces acting on a system of mass particles and the time derivatives of the momenta of the system itself along any virtual displacement consistent with the constraints of the system\, is zero. Named after Jean le Rond d'Alembert."
139,Wed Jun 16 03:02:13 2021,What is Dahl's law a case of?<br>{{c1::voicing dissimilation}},What is Dahl's law a case of?,voicing dissimilation,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Dahl's law\, a sound rule of Northeast Bantu languages\, a case of voicing dissimilation."
140,Wed Jun 16 03:02:24 2021,What does Dale's principle state is capable of producing and secreting only one neurotransmitter from its axon terminals?<br>{{c1::a neuron}},What does Dale's principle state is capable of producing and secreting only one neurotransmitter from its axon terminals?,a neuron,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Dale's principle\, in neuroscience\, states that a neuron is capable of producing and secreting only one neurotransmitter from its axon terminals. Named after Henry Hallett Dale but more recent data suggests it to be false. A more common interpretation of the original statement made by Dale is that neurons release the same set of transmitters at all of their synapses."
141,Wed Jun 16 03:02:24 2021,Who was Dale's principle named after?<br>{{c1::Henry Hallett Dale}},Who was Dale's principle named after?,Henry Hallett Dale,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Dale's principle\, in neuroscience\, states that a neuron is capable of producing and secreting only one neurotransmitter from its axon terminals. Named after Henry Hallett Dale but more recent data suggests it to be false. A more common interpretation of the original statement made by Dale is that neurons release the same set of transmitters at all of their synapses."
142,Wed Jun 16 03:02:24 2021,What is a more common interpretation of Dale's principle?<br>{{c1::the same set of transmitters at all of their synapses}},What is a more common interpretation of Dale's principle?,the same set of transmitters at all of their synapses,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Dale's principle\, in neuroscience\, states that a neuron is capable of producing and secreting only one neurotransmitter from its axon terminals. Named after Henry Hallett Dale but more recent data suggests it to be false. A more common interpretation of the original statement made by Dale is that neurons release the same set of transmitters at all of their synapses."
143,Wed Jun 16 03:02:28 2021,When was Dalton's law observed?<br>{{c1::1801}},When was Dalton's law observed?,1801,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Dalton's law\, in chemistry and physics\, states that the total pressure exerted by a gaseous mixture is equal to the sum of the partial pressures of each individual component in a gas mixture. Also called Dalton's law of partial pressure\, and related to the ideal gas laws\, this empirical law was observed by John Dalton in 1801."
144,Wed Jun 16 03:02:35 2021,What does Darcy's law describe the flow of a fluid through a porous medium?<br>{{c1::water}},What does Darcy's law describe the flow of a fluid through a porous medium?,water,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Darcy's law\, in hydrogeology\, describes the flow of a fluid (such as water) through a porous medium (such as an aquifer)."
145,Wed Jun 16 03:02:35 2021,What does Darcy's law describe the flow of a fluid through?<br>{{c1::a porous medium}},What does Darcy's law describe the flow of a fluid through?,a porous medium,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Darcy's law\, in hydrogeology\, describes the flow of a fluid (such as water) through a porous medium (such as an aquifer)."
146,Wed Jun 16 03:02:41 2021,Where is Davis's law found?<br>{{c1::anatomy}},Where is Davis's law found?,anatomy,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Davis's law\, in anatomy\, describes how soft tissue models along imposed demands. Corollary to Wolff's law."
147,Wed Jun 16 03:02:41 2021,Davis's law is a corollary to what other law?<br>{{c1::Wolff}},Davis's law is a corollary to what other law?,Wolff,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Davis's law\, in anatomy\, describes how soft tissue models along imposed demands. Corollary to Wolff's law."
148,Wed Jun 16 03:02:48 2021,What type of series does the sidereal period of satellites follow?<br>{{c1::geometric}},What type of series does the sidereal period of satellites follow?,geometric,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Dermott's law: The sidereal period of major satellites tends to follow a geometric series. Named after Stanley Dermott.
149,Wed Jun 16 03:02:48 2021,Who is Dermott's law named after?<br>{{c1::Stanley Dermott}},Who is Dermott's law named after?,Stanley Dermott,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Dermott's law: The sidereal period of major satellites tends to follow a geometric series. Named after Stanley Dermott.
150,Wed Jun 16 03:02:54 2021,In what field is De Vaucoules' law found?<br>{{c1::astronomy}},In what field is De Vaucoules' law found?,astronomy,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"De Vaucouleurs' law\, in astronomy\, describes how the surface brightness of an elliptical galaxy varies as a function of apparent distance from the center. Named after Gérard de Vaucouleurs."
151,Wed Jun 16 03:02:54 2021,Who is De Vaucous' law named after?<br>{{c1::Gérard de Vaucouleurs}},Who is De Vaucous' law named after?,Gérard de Vaucouleurs,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"De Vaucouleurs' law\, in astronomy\, describes how the surface brightness of an elliptical galaxy varies as a function of apparent distance from the center. Named after Gérard de Vaucouleurs."
152,Wed Jun 16 03:03:02 2021,What is the Dilbert principle?<br>{{c1::management}},What is the Dilbert principle?,management,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Dilbert principle: ""the most ineffective workers are systematically moved to the place where they can do the least damage: management."" Coined by Scott Adams."
153,Wed Jun 16 03:03:02 2021,Who coined the Dilbert principle?<br>{{c1::Scott Adams}},Who coined the Dilbert principle?,Scott Adams,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Dilbert principle: ""the most ineffective workers are systematically moved to the place where they can do the least damage: management."" Coined by Scott Adams."
154,Wed Jun 16 03:03:08 2021,"Whose law states that ""anytime someone puts a lock on something you own, against your wishes, and doesn't give you the key<br>{{c1::Doctorow}}","Whose law states that ""anytime someone puts a lock on something you own, against your wishes, and doesn't give you the key",Doctorow,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Doctorow's law: ""Anytime someone puts a lock on something you own\, against your wishes\, and doesn't give you the key\, they're not doing it for your benefit."""
155,Wed Jun 16 03:03:12 2021,What is Dolbear's law an empirical relationship between?<br>{{c1::temperature and the rate of cricket chirping}},What is Dolbear's law an empirical relationship between?,temperature and the rate of cricket chirping,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Dolbear's law is an empirical relationship between temperature and the rate of cricket chirping.
156,Wed Jun 16 03:03:20 2021,"What is Dollo's law?<br>{{c1::unable to return, even partially, to a previous stage already realized in the ranks of its ancestors}}",What is Dollo's law?,"unable to return, even partially, to a previous stage already realized in the ranks of its ancestors",List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Dollo's law: ""An organism is unable to return\, even partially\, to a previous stage already realized in the ranks of its ancestors."" Simply put this law states that evolution is not reversible; the ""law"" is regarded as a generalisation as exceptions may exist."
157,Wed Jun 16 03:03:20 2021,What is Dollo's law regarded as?<br>{{c1::a generalisation}},What is Dollo's law regarded as?,a generalisation,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Dollo's law: ""An organism is unable to return\, even partially\, to a previous stage already realized in the ranks of its ancestors."" Simply put this law states that evolution is not reversible; the ""law"" is regarded as a generalisation as exceptions may exist."
158,Wed Jun 16 03:03:29 2021,Dulong-Petit law states the classical expression for the specific heat capacity of a crystal due to what vibrations?<br>{{c1::lattice}},Dulong-Petit law states the classical expression for the specific heat capacity of a crystal due to what vibrations?,lattice,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Dulong–Petit law states the classical expression for the specific heat capacity of a crystal due to its lattice vibrations. Named for Pierre Louis Dulong and Alexis Thérèse Petit.
159,Wed Jun 16 03:03:29 2021,Who is the Dulong-Petit law named for?<br>{{c1::Pierre Louis Dulong and Alexis Thérèse Petit}},Who is the Dulong-Petit law named for?,Pierre Louis Dulong and Alexis Thérèse Petit,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Dulong–Petit law states the classical expression for the specific heat capacity of a crystal due to its lattice vibrations. Named for Pierre Louis Dulong and Alexis Thérèse Petit.
160,Wed Jun 16 03:03:38 2021,What is Dunbar's number?<br>{{c1::a theoretical cognitive limit}},What is Dunbar's number?,a theoretical cognitive limit,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Dunbar's number is a theoretical cognitive limit to the number of people with whom one can maintain stable social relationships. No precise value has been proposed for Dunbar's number\, but a commonly cited approximation is 150. First proposed by British anthropologist Robin Dunbar."
161,Wed Jun 16 03:03:38 2021,What is the most commonly cited approximation of Dunbar's number?<br>{{c1::150}},What is the most commonly cited approximation of Dunbar's number?,150,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Dunbar's number is a theoretical cognitive limit to the number of people with whom one can maintain stable social relationships. No precise value has been proposed for Dunbar's number\, but a commonly cited approximation is 150. First proposed by British anthropologist Robin Dunbar."
162,Wed Jun 16 03:03:38 2021,Who first proposed Dunbar's number?<br>{{c1::Robin Dunbar}},Who first proposed Dunbar's number?,Robin Dunbar,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Dunbar's number is a theoretical cognitive limit to the number of people with whom one can maintain stable social relationships. No precise value has been proposed for Dunbar's number\, but a commonly cited approximation is 150. First proposed by British anthropologist Robin Dunbar."
163,Wed Jun 16 03:03:46 2021,What is the name of the cognitive bias that causes unskilled individuals to mistakenly rate their ability much higher than average?<br>{{c1::Dunning–Kruger}},What is the name of the cognitive bias that causes unskilled individuals to mistakenly rate their ability much higher than average?,Dunning–Kruger,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Dunning–Kruger effect is a cognitive bias in which unskilled individuals suffer from illusory superiority\, mistakenly rating their ability much higher than average. This bias is attributed to a metacognitive inability of the unskilled to recognize their mistakes."
164,Wed Jun 16 03:03:46 2021,What is the Dunning-Kruger effect attributed to?<br>{{c1::metacognitive inability of the unskilled}},What is the Dunning-Kruger effect attributed to?,metacognitive inability of the unskilled,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Dunning–Kruger effect is a cognitive bias in which unskilled individuals suffer from illusory superiority\, mistakenly rating their ability much higher than average. This bias is attributed to a metacognitive inability of the unskilled to recognize their mistakes."
165,Wed Jun 16 03:03:52 2021,What is the number of parties in a winner-take-all electoral system?<br>{{c1::two}},What is the number of parties in a winner-take-all electoral system?,two,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Duverger's law: Winner-take-all (or first-past-the-post) electoral systems tend to create a two-party system\, while proportional representation tends to create a multiple-party system. Named for Maurice Duverger."
166,Wed Jun 16 03:03:52 2021,Who is Duverger's law named for?<br>{{c1::Maurice Duverger}},Who is Duverger's law named for?,Maurice Duverger,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Duverger's law: Winner-take-all (or first-past-the-post) electoral systems tend to create a two-party system\, while proportional representation tends to create a multiple-party system. Named for Maurice Duverger."
167,Wed Jun 16 03:03:59 2021,What does Einasto's law relate to distance from the center of a galaxy?<br>{{c1::density}},What does Einasto's law relate to distance from the center of a galaxy?,density,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Einasto's law relates the density of a galaxy to distance from the center. Named for Jaan Einasto.
168,Wed Jun 16 03:03:59 2021,Who is Einasto's law named for?<br>{{c1::Jaan Einasto}},Who is Einasto's law named for?,Jaan Einasto,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Einasto's law relates the density of a galaxy to distance from the center. Named for Jaan Einasto.
169,Wed Jun 16 03:04:07 2021,What is a form of technical analysis that finance traders use to analyze financial market cycles?<br>{{c1::Elliott wave principle}},What is a form of technical analysis that finance traders use to analyze financial market cycles?,Elliott wave principle,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Elliott wave principle is a form of technical analysis that finance traders use to analyze financial market cycles and forecast market trends by identifying extremes in investor psychology\, highs and lows in prices\, and other collective factors. Named for American accountant Ralph Nelson Elliott."
170,Wed Jun 16 03:04:07 2021,Who was the Elliott wave principle named for?<br>{{c1::Ralph Nelson Elliott}},Who was the Elliott wave principle named for?,Ralph Nelson Elliott,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Elliott wave principle is a form of technical analysis that finance traders use to analyze financial market cycles and forecast market trends by identifying extremes in investor psychology\, highs and lows in prices\, and other collective factors. Named for American accountant Ralph Nelson Elliott."
171,Wed Jun 16 03:04:13 2021,In what field is Emmert's law found?<br>{{c1::optics}},In what field is Emmert's law found?,optics,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Emmert's law\, in optics: objects that generate retinal images of the same size will look different in physical size (linear size) if they appear to be located at different distances. Named for Emil Emmert."
172,Wed Jun 16 03:04:13 2021,Who is Emmert's law named for?<br>{{c1::Emil Emmert}},Who is Emmert's law named for?,Emil Emmert,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Emmert's law\, in optics: objects that generate retinal images of the same size will look different in physical size (linear size) if they appear to be located at different distances. Named for Emil Emmert."
173,Wed Jun 16 03:04:16 2021,"Who wrote ""The intrinsic rate of human performance is exponential""?<br>{{c1::Engelbart}}","Who wrote ""The intrinsic rate of human performance is exponential""?",Engelbart,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Engelbart's law: ""The intrinsic rate of human performance is exponential."""
174,Wed Jun 16 03:04:23 2021,What is the observation that drug discovery is becoming slower and more expensive over time?<br>{{c1::Eroom's law}},What is the observation that drug discovery is becoming slower and more expensive over time?,Eroom's law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Eroom's law\, the observation that drug discovery is becoming slower and more expensive over time\, despite improvements in technology. The name ""Eroom"" is ""Moore"" spelled backward\, in order to contrast it with Moore's law."
175,Wed Jun 16 03:04:23 2021,What is Eroom's law spelled backward?<br>{{c1::Moore}},What is Eroom's law spelled backward?,Moore,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Eroom's law\, the observation that drug discovery is becoming slower and more expensive over time\, despite improvements in technology. The name ""Eroom"" is ""Moore"" spelled backward\, in order to contrast it with Moore's law."
176,Wed Jun 16 03:04:28 2021,Whose laws of motion extend Newton's laws for point particle to rigid body motion?<br>{{c1::Euler}},Whose laws of motion extend Newton's laws for point particle to rigid body motion?,Euler,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Euler's laws of motion: extends Newton's laws of motion for point particle to rigid body motion.
177,Wed Jun 16 03:04:38 2021,What does a magnetic field changing in time create?<br>{{c1::a proportional electromotive force}},What does a magnetic field changing in time create?,a proportional electromotive force,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Faraday's law of induction: a magnetic field changing in time creates a proportional electromotive force. Named for Michael Faraday\, based on his work in 1831."
178,Wed Jun 16 03:04:38 2021,Who was the law of induction named for?<br>{{c1::Michael Faraday}},Who was the law of induction named for?,Michael Faraday,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Faraday's law of induction: a magnetic field changing in time creates a proportional electromotive force. Named for Michael Faraday\, based on his work in 1831."
179,Wed Jun 16 03:04:38 2021,When was Michael Faraday's law of induction written?<br>{{c1::1831}},When was Michael Faraday's law of induction written?,1831,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Faraday's law of induction: a magnetic field changing in time creates a proportional electromotive force. Named for Michael Faraday\, based on his work in 1831."
180,Wed Jun 16 03:04:42 2021,Who is the law of electrolysis named for?<br>{{c1::Michael Faraday}},Who is the law of electrolysis named for?,Michael Faraday,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Faraday's law of electrolysis: the mass of a substance produced at an electrode during electrolysis is proportional to the number of moles of electrons transferred at that electrode; again named for Michael Faraday.
181,Wed Jun 16 03:04:47 2021,"In fluid dynamics, Faxén's laws relate a sphere's velocity and what other type of velocity?<br>{{c1::angular}}","In fluid dynamics, Faxén's laws relate a sphere's velocity and what other type of velocity?",angular,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Faxén's law: In fluid dynamics\, Faxén's laws relate a sphere's velocity and angular velocity to the forces\, torque\, stresslet and flow it experiences under low Reynolds number (creeping flow) conditions."
182,Wed Jun 16 03:04:54 2021,What are Fick's laws of iffusion?<br>{{c1::D}},What are Fick's laws of iffusion?,D,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Fick's laws of diffusion describe diffusion\, and define the diffusion coefficient D. Derived by Adolf Fick in the year 1855."
183,Wed Jun 16 03:04:54 2021,Who created Fick's laws of diffusion?<br>{{c1::Adolf Fick}},Who created Fick's laws of diffusion?,Adolf Fick,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Fick's laws of diffusion describe diffusion\, and define the diffusion coefficient D. Derived by Adolf Fick in the year 1855."
184,Wed Jun 16 03:04:57 2021,What is the name of Fisher's fundamental theory?<br>{{c1::theorem of natural selection}},What is the name of Fisher's fundamental theory?,theorem of natural selection,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Fisher's fundamental theorem of natural selection states ""The rate of increase in fitness of any organism at any time is equal to its genetic variance in fitness at that time."""
185,Wed Jun 16 03:05:09 2021,Who published Fitts's law?<br>{{c1::Paul Fitts}},Who published Fitts's law?,Paul Fitts,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Fitts's law is a principle of human movement published in 1954 by Paul Fitts which predicts the time required to move from a starting position to a final target area. Fitts's law is used to model the act of pointing\, both in the real world\, e.g. with a hand or finger\, and on a computer\, e.g. with a mouse."
186,Wed Jun 16 03:05:09 2021,When was Fitts's law published?<br>{{c1::1954}},When was Fitts's law published?,1954,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Fitts's law is a principle of human movement published in 1954 by Paul Fitts which predicts the time required to move from a starting position to a final target area. Fitts's law is used to model the act of pointing\, both in the real world\, e.g. with a hand or finger\, and on a computer\, e.g. with a mouse."
187,Wed Jun 16 03:05:09 2021,What is Fitts's law used to model?<br>{{c1::pointing}},What is Fitts's law used to model?,pointing,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Fitts's law is a principle of human movement published in 1954 by Paul Fitts which predicts the time required to move from a starting position to a final target area. Fitts's law is used to model the act of pointing\, both in the real world\, e.g. with a hand or finger\, and on a computer\, e.g. with a mouse."
188,Wed Jun 16 03:05:09 2021,What is an example of a computer using Fitts's law?<br>{{c1::mouse}},What is an example of a computer using Fitts's law?,mouse,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Fitts's law is a principle of human movement published in 1954 by Paul Fitts which predicts the time required to move from a starting position to a final target area. Fitts's law is used to model the act of pointing\, both in the real world\, e.g. with a hand or finger\, and on a computer\, e.g. with a mouse."
